# Logfile created on 2024-03-17 11:07:14 +0100 by logger.rb/v1.6.0
I, [2024-03-17T11:08:37.725035 #78003]  INFO -- : a-first-rate-madness-en; 0.001382; 7 chapters
I, [2024-03-17T11:08:37.727924 #78003]  INFO -- : a-force-for-good-en; 0.002867; 14 chapters
I, [2024-03-17T11:08:37.730068 #78003]  INFO -- : a-general-theory-of-love-en; 0.002109; 10 chapters
I, [2024-03-17T11:08:37.731442 #78003]  INFO -- : a-guide-to-the-good-life-en; 0.001348; 11 chapters
I, [2024-03-17T11:08:37.732824 #78003]  INFO -- : a-handbook-for-new-stoics-en; 0.001349; 10 chapters
I, [2024-03-17T11:08:37.734436 #78003]  INFO -- : a-higher-loyalty-en; 0.001581; 13 chapters
I, [2024-03-17T11:08:37.737113 #78003]  INFO -- : a-history-of-god-en; 0.00258; 13 chapters
I, [2024-03-17T11:08:37.739710 #78003]  INFO -- : a-history-of-nigeria-en; 0.002541; 12 chapters
I, [2024-03-17T11:08:37.744233 #78003]  INFO -- : a-history-of-the-world-in-6-glasses-en; 0.004449; 10 chapters
I, [2024-03-17T11:08:37.746194 #78003]  INFO -- : a-hope-more-powerful-than-the-sea-en; 0.001889; 8 chapters
I, [2024-03-17T11:08:37.748401 #78003]  INFO -- : a-hunter-gatherers-guide-to-the-21st-century-en; 0.002177; 8 chapters
I, [2024-03-17T11:08:37.750586 #78003]  INFO -- : a-life-decoded-en; 0.002164; 10 chapters
I, [2024-03-17T11:08:37.751631 #78003]  INFO -- : a-life-on-our-planet-en; 0.001028; 8 chapters
I, [2024-03-17T11:08:37.753670 #78003]  INFO -- : a-little-history-of-economics-en; 0.002022; 11 chapters
I, [2024-03-17T11:08:37.754830 #78003]  INFO -- : a-little-history-of-philosophy-en; 0.001145; 9 chapters
I, [2024-03-17T11:08:37.756356 #78003]  INFO -- : a-little-life-en; 0.001509; 8 chapters
I, [2024-03-17T11:08:37.758286 #78003]  INFO -- : a-long-way-gone-en; 0.001915; 9 chapters
I, [2024-03-17T11:08:37.759334 #78003]  INFO -- : a-message-to-garcia-en; 0.00103; 6 chapters
I, [2024-03-17T11:08:37.760892 #78003]  INFO -- : a-million-years-in-a-day-en; 0.001542; 8 chapters
I, [2024-03-17T11:08:37.762114 #78003]  INFO -- : a-mind-for-numbers-en; 0.001207; 10 chapters
I, [2024-03-17T11:08:37.763463 #78003]  INFO -- : a-minute-to-think-en; 0.001332; 9 chapters
I, [2024-03-17T11:08:37.765179 #78003]  INFO -- : a-monks-guide-to-happiness-en; 0.001702; 10 chapters
I, [2024-03-17T11:08:37.766372 #78003]  INFO -- : a-more-beautiful-question-en; 0.001176; 8 chapters
I, [2024-03-17T11:08:37.768370 #78003]  INFO -- : a-new-earth-en; 0.001984; 8 chapters
I, [2024-03-17T11:08:37.769594 #78003]  INFO -- : a-new-way-for-mothers-en; 0.001209; 8 chapters
I, [2024-03-17T11:08:37.770390 #78003]  INFO -- : a-new-way-to-think-en; 0.000779; 3 chapters
I, [2024-03-17T11:08:37.772967 #78003]  INFO -- : a-peace-to-end-all-peace-en-david-fromkin; 0.002556; 14 chapters
I, [2024-03-17T11:08:37.775012 #78003]  INFO -- : a-people-betrayed-en; 0.002024; 12 chapters
I, [2024-03-17T11:08:37.778274 #78003]  INFO -- : a-peoples-history-of-the-united-states-en; 0.003245; 16 chapters
I, [2024-03-17T11:08:37.779334 #78003]  INFO -- : a-planet-of-viruses-en; 0.001042; 7 chapters
I, [2024-03-17T11:08:37.781158 #78003]  INFO -- : a-promised-land-en; 0.001807; 12 chapters
I, [2024-03-17T11:08:37.781910 #78003]  INFO -- : a-radical-awakening-en; 0.000737; 6 chapters
I, [2024-03-17T11:08:37.782281 #78003]  INFO -- : a-random-walk-down-wall-street-en; 0.000356; 3 chapters
I, [2024-03-17T11:08:37.784220 #78003]  INFO -- : a-really-good-day-en; 0.001921; 10 chapters
I, [2024-03-17T11:08:37.785283 #78003]  INFO -- : a-return-to-love-en; 0.001035; 9 chapters
I, [2024-03-17T11:08:37.786181 #78003]  INFO -- : a-river-in-darkness-en; 0.000884; 8 chapters
I, [2024-03-17T11:08:37.787271 #78003]  INFO -- : a-room-of-ones-own-en; 0.001072; 8 chapters
I, [2024-03-17T11:08:37.788686 #78003]  INFO -- : a-rose-for-emily-en; 0.001397; 7 chapters
I, [2024-03-17T11:08:37.790738 #78003]  INFO -- : a-short-history-of-brexit-en; 0.002032; 12 chapters
I, [2024-03-17T11:08:37.793306 #78003]  INFO -- : a-short-history-of-nearly-everything-en; 0.002551; 15 chapters
I, [2024-03-17T11:08:37.794357 #78003]  INFO -- : a-sky-full-of-birds-en; 0.001036; 9 chapters
I, [2024-03-17T11:08:37.795435 #78003]  INFO -- : a-slash-b-testing-en; 0.001064; 9 chapters
I, [2024-03-17T11:08:37.797950 #78003]  INFO -- : a-splendid-exchange-en; 0.0025; 11 chapters
I, [2024-03-17T11:08:37.799723 #78003]  INFO -- : a-spy-among-friends-en; 0.001753; 12 chapters
I, [2024-03-17T11:08:37.800803 #78003]  INFO -- : a-tale-of-two-cities-en; 0.001062; 5 chapters
I, [2024-03-17T11:08:37.802151 #78003]  INFO -- : a-team-of-leaders-en; 0.001333; 7 chapters
I, [2024-03-17T11:08:37.802758 #78003]  INFO -- : a-theory-of-justice-en; 0.000592; 4 chapters
I, [2024-03-17T11:08:37.803872 #78003]  INFO -- : a-thousand-brains-en; 0.000946; 7 chapters
I, [2024-03-17T11:08:37.804890 #78003]  INFO -- : a-very-english-scandal-en; 0.001002; 8 chapters
I, [2024-03-17T11:08:37.807371 #78003]  INFO -- : a-very-stable-genius-en; 0.002466; 9 chapters
I, [2024-03-17T11:08:37.808677 #78003]  INFO -- : a-vindication-of-the-rights-of-woman-en; 0.001284; 7 chapters
I, [2024-03-17T11:08:37.810444 #78003]  INFO -- : a-walk-in-the-woods-en; 0.001739; 12 chapters
I, [2024-03-17T11:08:37.812191 #78003]  INFO -- : a-warning-en; 0.001733; 10 chapters
I, [2024-03-17T11:08:37.813810 #78003]  INFO -- : a-wealth-of-common-sense-en; 0.001605; 8 chapters
I, [2024-03-17T11:08:37.815179 #78003]  INFO -- : a-whole-new-mind-en; 0.00135; 10 chapters
I, [2024-03-17T11:08:37.817021 #78003]  INFO -- : a-woman-of-no-importance-en; 0.001826; 11 chapters
I, [2024-03-17T11:08:37.818293 #78003]  INFO -- : a-world-gone-social-en; 0.001258; 10 chapters
I, [2024-03-17T11:08:37.820126 #78003]  INFO -- : a-world-in-disarray-en; 0.001819; 9 chapters
I, [2024-03-17T11:08:37.821398 #78003]  INFO -- : a-world-without-email-en; 0.001256; 10 chapters
I, [2024-03-17T11:08:37.822985 #78003]  INFO -- : a-world-without-ice-en; 0.001568; 9 chapters
I, [2024-03-17T11:08:37.824741 #78003]  INFO -- : a-world-without-work-en; 0.001738; 9 chapters
I, [2024-03-17T11:08:37.825811 #78003]  INFO -- : a-year-in-the-life-of-william-shakespeare-en; 0.001052; 9 chapters
I, [2024-03-17T11:08:37.827126 #78003]  INFO -- : a-year-of-positive-thinking-en; 0.001298; 14 chapters
I, [2024-03-17T11:08:37.827942 #78003]  INFO -- : a-year-of-self-care-en; 0.000802; 7 chapters
I, [2024-03-17T11:08:37.829488 #78003]  INFO -- : a-year-with-peter-drucker-en; 0.001532; 9 chapters
I, [2024-03-17T11:08:37.830651 #78003]  INFO -- : abortion-and-the-law-in-america-en; 0.001146; 7 chapters
I, [2024-03-17T11:08:37.831894 #78003]  INFO -- : abundance-en-deepak-chopra; 0.001228; 7 chapters
I, [2024-03-17T11:08:37.834302 #78003]  INFO -- : accelerate-en; 0.002394; 7 chapters
I, [2024-03-17T11:08:37.835359 #78003]  INFO -- : accelerating-performance-en; 0.00104; 7 chapters
I, [2024-03-17T11:08:37.837599 #78003]  INFO -- : accessing-the-healing-power-of-the-vagus-nerve-en; 0.002227; 8 chapters
I, [2024-03-17T11:08:37.838830 #78003]  INFO -- : accidental-genius-en; 0.001215; 10 chapters
I, [2024-03-17T11:08:37.839850 #78003]  INFO -- : accounting-for-non-accountants-en; 0.001005; 8 chapters
I, [2024-03-17T11:08:37.840707 #78003]  INFO -- : accounting-made-simple-en; 0.000843; 8 chapters
I, [2024-03-17T11:08:37.841407 #78003]  INFO -- : achieve-more-by-working-less-en; 0.000686; 5 chapters
I, [2024-03-17T11:08:37.842357 #78003]  INFO -- : across-that-bridge-en; 0.000932; 9 chapters
I, [2024-03-17T11:08:37.844155 #78003]  INFO -- : acting-with-power-en; 0.001777; 10 chapters
I, [2024-03-17T11:08:37.845675 #78003]  INFO -- : activate-your-brain-en; 0.001493; 10 chapters
I, [2024-03-17T11:08:37.847338 #78003]  INFO -- : activate-your-greatness-en; 0.001646; 6 chapters
I, [2024-03-17T11:08:37.848848 #78003]  INFO -- : adaptability-en; 0.001492; 10 chapters
I, [2024-03-17T11:08:37.850719 #78003]  INFO -- : adaptive-markets-en; 0.001851; 10 chapters
I, [2024-03-17T11:08:37.851694 #78003]  INFO -- : adaptive-resilience-en; 0.000957; 7 chapters
I, [2024-03-17T11:08:37.852734 #78003]  INFO -- : adhd-2-dot-0-en; 0.001025; 8 chapters
I, [2024-03-17T11:08:37.853845 #78003]  INFO -- : adhd-an-a-z-en; 0.001094; 6 chapters
I, [2024-03-17T11:08:37.854700 #78003]  INFO -- : adhd-for-smart-ass-women-en; 0.000838; 6 chapters
I, [2024-03-17T11:08:37.855948 #78003]  INFO -- : adrift-en; 0.001233; 7 chapters
I, [2024-03-17T11:08:37.857392 #78003]  INFO -- : adult-children-of-emotionally-immature-parents-en; 0.001427; 8 chapters
I, [2024-03-17T11:08:37.858805 #78003]  INFO -- : adult-daughters-of-narcissistic-mothers-en; 0.001397; 6 chapters
I, [2024-03-17T11:08:37.859734 #78003]  INFO -- : adults-in-the-room-en; 0.000911; 9 chapters
